epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
2,489.38,1.84108,5.70816,2.07787,0.79534,0.18616,0.21536,0.12387,2.20094,6.82987,2.00491,0.000820101,0.000820101,0.000820101
